2	133019
4	64050
6	37391
8	24852
10	17614
12	13476
14	10842
16	8845
18	7410
20	6162
22	5342
24	4602
26	4159
28	3746
30	3376
32	2940
34	2690
36	2387
38	2226
40	2045
42	1843
44	1734
46	1669
48	1520
50	1420
52	1337
54	1205
56	1232
58	1111
60	1005
62	977
64	930
66	831
68	838
70	799
72	727
74	688
76	702
78	650
80	624
82	604
84	595
86	552
88	529
90	513
92	457
94	484
96	470
98	443
100	428
102	390
104	388
106	395
108	381
110	348
112	339
114	350
116	295
118	297
120	319
122	316
124	319
126	288
128	240
130	232
132	234
134	230
136	229
138	223
140	225
142	220
144	248
146	206
148	238
150	180
152	208
154	204
156	195
158	178
160	192
162	170
164	169
166	160
168	143
170	142
172	164
174	144
176	154
178	139
180	136
182	146
184	139
186	120
188	147
190	123
192	106
194	134
196	112
198	102
200	117
202	110
204	120
206	95
208	108
210	112
212	87
214	98
216	110
218	103
220	87
222	106
224	107
226	93
228	82
230	71
232	109
234	75
236	82
238	87
240	74
242	97
244	84
246	81
248	68
250	66
252	81
254	71
256	74
258	64
260	78
262	64
264	67
266	66
268	54
270	67
272	60
274	65
276	57
278	66
280	67
282	63
284	57
286	56
288	53
290	66
292	45
294	50
296	59
298	48
300	59
302	52
304	49
306	68
308	58
310	45
312	46
314	40
316	45
318	39
320	46
322	41
324	37
326	45
328	40
330	46
332	41
334	45
336	31
338	30
340	29
342	44
344	41
346	28
348	37
350	43
352	32
354	32
356	33
358	29
360	36
362	38
364	35
366	30
368	32
370	36
372	31
374	35
376	27
378	26
380	28
382	26
384	28
386	31
388	28
390	28
392	36
394	31
396	30
398	29
400	30
402	17
404	33
406	21
408	27
410	26
412	30
414	28
416	27
418	32
420	24
422	23
424	21
426	24
428	34
430	24
432	24
434	18
436	15
438	27
440	29
442	24
444	27
446	21
448	21
450	21
452	9
454	26
456	22
458	18
460	26
462	18
464	21
466	18
468	31
470	12
472	24
474	16
476	19
478	19
480	11
482	25
484	19
486	17
488	14
490	23
492	19
494	14
496	21
498	13
500	16
502	18
504	19
506	21
508	9
510	15
512	20
514	10
516	20
518	17
520	11
522	15
524	15
526	12
528	24
530	23
532	11
534	17
536	11
538	19
540	12
542	11
544	18
546	11
548	8
550	15
552	16
554	12
556	9
558	12
560	7
562	17
564	16
566	10
568	10
570	12
572	13
574	12
576	14
578	12
580	15
582	17
584	7
586	14
588	14
590	17
592	10
594	8
596	5
598	17
600	16
602	14
604	9
606	16
608	7
610	10
612	10
614	11
616	7
618	13
620	3
622	13
624	12
626	8
628	7
630	13
632	11
634	11
636	10
638	9
640	20
642	13
644	9
646	7
648	14
650	4
652	9
654	10
656	6
658	15
660	9
662	10
664	8
666	5
668	11
670	6
672	8
674	9
676	12
678	13
680	12
682	13
684	5
686	8
688	12
690	6
692	8
694	10
696	13
698	10
700	10
702	6
704	15
706	10
708	10
710	10
712	8
714	14
716	5
718	5
720	11
722	6
724	4
726	11
728	13
730	8
732	2
734	4
736	6
738	6
740	6
742	9
744	6
746	6
748	5
750	9
752	8
754	10
756	8
758	5
760	11
762	4
764	7
766	8
768	7
770	10
772	2
774	9
776	7
778	9
780	6
782	3
784	10
786	5
788	3
790	7
792	8
794	9
796	6
798	6
800	1
802	10
804	8
806	4
808	7
810	6
812	4
814	4
816	4
818	3
820	2
822	2
824	4
826	4
830	6
832	5
834	6
836	6
838	3
840	2
842	1
844	6
846	6
848	2
850	2
852	7
854	4
856	8
858	6
860	5
862	5
864	10
866	5
868	2
870	6
872	8
874	3
876	4
878	4
880	7
882	3
884	3
886	6
888	2
890	5
892	4
894	6
896	3
898	5
900	5
902	4
904	4
906	5
908	4
910	4
912	5
914	2
916	4
918	6
920	5
922	4
924	3
926	4
928	2
932	3
934	3
936	3
938	1
940	6
942	4
944	3
946	6
948	2
950	2
952	3
956	3
958	2
960	6
962	3
964	6
966	6
968	3
970	1
974	2
976	2
978	3
980	2
982	4
984	3
986	8
988	5
990	3
992	3
994	1
996	5
998	6
1000	3
1002	3
1004	2
1006	2
1008	5
1010	2
1012	4
1014	4
1016	5
1018	4
1020	6
1022	8
1024	1
1026	3
1028	4
1030	3
1032	8
1034	4
1038	3
1040	4
1042	3
1044	3
1046	3
1048	4
1050	7
1052	1
1054	3
1056	5
1058	2
1060	4
1062	4
1064	3
1066	4
1068	3
1070	1
1072	2
1076	3
1078	5
1080	3
1082	4
1084	2
1086	3
1088	2
1090	6
1092	5
1094	5
1096	3
1098	1
1100	4
1102	7
1104	1
1106	2
1108	3
1112	5
1114	2
1116	3
1118	4
1120	4
1122	3
1124	2
1126	3
1128	1
1130	2
1132	1
1134	4
1136	3
1138	3
1140	3
1142	4
1144	3
1150	2
1152	1
1154	1
1156	7
1158	2
1160	3
1162	4
1164	1
1166	4
1168	3
1170	5
1172	8
1174	1
1176	2
1180	1
1184	5
1186	2
1188	3
1192	2
1194	5
1196	2
1198	2
1202	2
1204	2
1206	4
1208	1
1212	3
1214	4
1220	5
1222	1
1224	1
1226	2
1230	2
1232	2
1236	1
1238	3
1240	4
1242	4
1244	2
1246	1
1248	1
1252	5
1254	2
1256	2
1258	1
1260	1
1262	1
1266	1
1268	3
1270	1
1272	2
1274	1
1276	5
1278	4
1282	2
1284	1
1286	2
1290	4
1294	2
1296	1
1298	1
1300	1
1302	4
1306	3
1308	3
1312	4
1314	3
1316	2
1320	4
1322	2
1324	5
1326	1
1328	1
1330	1
1332	3
1334	2
1336	2
1338	2
1340	3
1342	4
1344	1
1346	2
1348	1
1350	2
1352	3
1356	1
1358	2
1360	1
1362	1
1364	1
1366	1
1368	1
1370	1
1372	2
1374	1
1376	2
1378	2
1380	2
1382	1
1386	3
1388	2
1390	2
1392	1
1394	2
1396	2
1398	1
1400	5
1402	3
1404	3
1406	2
1408	1
1410	1
1412	1
1416	2
1422	3
1424	2
1426	1
1428	3
1430	2
1432	2
1434	2
1436	2
1438	2
1440	3
1442	3
1444	1
1448	1
1456	1
1460	1
1462	1
1464	1
1466	2
1468	1
1470	2
1476	1
1478	1
1480	2
1484	1
1486	2
1488	2
1490	1
1492	5
1494	1
1496	1
1500	1
1502	1
1504	1
1506	2
1508	1
