2	149
4	57
6	23
8	18
10	18
12	9
14	14
16	4
18	4
20	4
22	1
24	3
26	3
28	2
30	1
32	3
34	1
36	2
38	2
42	2
44	1
46	2
52	1
54	1
56	1
60	1
62	3
64	2
70	2
74	1
80	1
82	1
84	2
88	1
94	1
100	1
102	1
110	1
112	1
118	1
128	1
130	1
142	1
148	1
150	2
190	1
216	1
232	1
248	1
260	1
302	1
316	1
324	1
330	1
404	1
408	1
454	1
464	1
496	1
698	1
742	1
818	1
1038	1
1252	1
1568	1
1834	1
2424	1
3376	1
4998	1
17262	1
1	525
3	84
5	39
7	21
9	18
11	8
13	14
15	3
17	4
19	5
21	6
23	7
25	4
27	5
29	1
31	1
35	5
37	1
39	1
41	2
45	1
47	1
49	1
51	1
53	2
55	1
59	1
65	1
67	1
71	2
77	1
79	1
81	1
89	1
97	2
99	1
105	1
121	1
127	1
135	1
165	1
171	1
177	1
183	1
185	1
225	1
261	1
271	1
311	1
369	1
585	1
609	1
619	1
891	1
959	1
1123	1
1441	1
2113	1
2909	1
4157	1
6301	1
8241	1
11431	1
29471	1
2605019	1
